official_progress,mean_delta,median_delta,stddev,20260818T070904.964515Z-89553b85,20260818T071108.082912Z-eb0d8a30,20260818T071510.985769Z-50987091,20260818T071710.794473Z-4ce4acd1,20260818T072109.029370Z-4c725de0
7486.0,-0.1349999999999909,-0.12499999999994316,0.032355447763887435,-0.16250000000002274,-0.11250000000006821,-0.09999999999990905,-0.17500000000001137,-0.12499999999994316
7488.0,-0.14999999999998864,-0.14999999999997726,0.025000000000019895,-0.17500000000001137,-0.125,-0.12499999999994316,-0.17500000000001137,-0.14999999999997726
7490.0,-0.1400000000000091,-0.125,0.038931028756011114,-0.1875,-0.11249999999995453,-0.10000000000002274,-0.1750000000000682,-0.125
7492.0,-0.1500000000000341,-0.14999999999997726,0.025000000000019895,-0.1750000000000682,-0.12500000000005684,-0.125,-0.1750000000000682,-0.14999999999997726
7494.0,-0.15,-0.13750000000004547,0.029315098498936428,-0.18750000000005684,-0.13750000000004547,-0.12499999999994316,-0.17500000000001137,-0.12499999999994316
7496.0,-0.14999999999998864,-0.14999999999997726,0.025000000000019895,-0.17500000000001137,-0.125,-0.12499999999994316,-0.17500000000001137,-0.14999999999997726
7498.0,-0.15500000000000683,-0.14999999999997726,0.025920551691675824,-0.1875,-0.13749999999998863,-0.125,-0.1750000000000682,-0.14999999999997726
7500.0,-0.1500000000000341,-0.14999999999997726,0.025000000000019895,-0.1750000000000682,-0.12500000000005684,-0.125,-0.1750000000000682,-0.14999999999997726
7502.0,-0.15500000000000683,-0.14999999999997726,0.02592055169168953,-0.18750000000005684,-0.13750000000004547,-0.12499999999994316,-0.17500000000001137,-0.14999999999997726
7504.0,-0.15500000000000683,-0.14999999999997726,0.025920551691675824,-0.1875,-0.13749999999998863,-0.125,-0.1750000000000682,-0.14999999999997726
7506.0,-0.1500000000000341,-0.14999999999997726,0.025000000000019895,-0.1750000000000682,-0.12500000000005684,-0.125,-0.1750000000000682,-0.14999999999997726
7508.0,-0.16000000000000228,-0.1500000000000341,0.02850438562751235,-0.20000000000004547,-0.1500000000000341,-0.12499999999994316,-0.17500000000001137,-0.14999999999997726
7510.0,-0.16000000000000228,-0.1500000000000341,0.02850438562751235,-0.20000000000004547,-0.1500000000000341,-0.12499999999994316,-0.17500000000001137,-0.14999999999997726
