distance_m,combined_delta_s,wp1232_delta_s,wp2501_delta_s,expected_additive_delta_s,interaction_s,interaction_standard_error_s
270.0,-1.4210854715202005e-15,2.1316282072803005e-15,-1.4210854715202005e-15,7.105427357601e-16,-2.1316282072803005e-15,3.4261129972154534e-15
272.0,-1.4210854715202005e-15,2.1316282072803005e-15,-1.4210854715202005e-15,7.105427357601e-16,-2.1316282072803005e-15,3.4261129972154534e-15
274.0,-1.4210854715202005e-15,2.1316282072803005e-15,-1.4210854715202005e-15,7.105427357601e-16,-2.1316282072803005e-15,3.4261129972154534e-15
276.0,-1.4210854715202005e-15,2.1316282072803005e-15,-1.4210854715202005e-15,7.105427357601e-16,-2.1316282072803005e-15,3.4261129972154534e-15
278.0,-1.4210854715202005e-15,0.003871907090533,-1.4210854715202005e-15,0.0038719070905315787,-0.003871907090533,0.003871907090531223
280.0,-1.4210854715202005e-15,0.008605978355916833,-1.4210854715202005e-15,0.008605978355915412,-0.008605978355916833,0.008605978355915056
282.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
284.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
286.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
288.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
290.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
292.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
294.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
296.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
298.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
300.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
302.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
304.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
306.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
