distance_m,mean_delta_s,median_delta_s,stddev_s,20260817T075848.967340Z-b21b0cca,20260817T080045.212818Z-1a67833d,20260817T080447.012719Z-a16fa874,20260817T080645.455659Z-8094e296,20260817T081048.550838Z-7aea19b1
4640.0,-0.06469770121189242,-0.07449616868647979,0.03781558784541702,-0.074496168686494,-0.09999999999999432,-0.07449616868647979,-0.07449616868647979,-1.4210854715202004e-14
4642.0,-0.06592547391663572,-0.07654245652771863,0.03822761566665203,-0.07654245652773284,-0.09999999999999432,-0.07654245652771863,-0.07654245652771863,-1.4210854715202004e-14
4644.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4646.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4648.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4650.0,-0.056261438557507405,-0.0762614385574949,0.044721359549983714,-0.07626143855750911,-0.07626143855750911,-0.0762614385574949,-0.0762614385574949,0.023738561442470996
4652.0,-0.054801037442354074,-0.07480103744234157,0.044721359549983714,-0.07480103744235578,-0.07480103744235578,-0.07480103744234157,-0.07480103744234157,0.025198962557624327
4654.0,-0.07524393222987272,-0.09524393222986305,0.04472135954999007,-0.09524393222987726,-0.09524393222987726,-0.09524393222986305,-0.09524393222986305,0.004756067770117056
4656.0,-0.06495025425486745,-0.08118781781857365,0.03630829591743669,-0.08118781781858786,-0.08118781781858786,-0.08118781781857365,-0.08118781781857365,-1.4210854715202004e-14
4658.0,-0.05986696885891831,-0.07483371107363723,0.033466652993843146,-0.07483371107365144,-0.07483371107365144,-0.07483371107363723,-0.07483371107363723,-1.4210854715202004e-14
4660.0,-0.0723390024230838,-0.09042375302884409,0.0404387317106264,-0.0904237530288583,-0.0904237530288583,-0.09042375302884409,-0.09042375302884409,-1.4210854715202004e-14
4662.0,-0.06886445783423767,-0.08608057229278643,0.0384964022377479,-0.08608057229280064,-0.08608057229280064,-0.08608057229278643,-0.08608057229278643,-1.4210854715202004e-14
4664.0,-0.060059907157196335,-0.07507488394648476,0.03357450878144634,-0.07507488394649897,-0.07507488394649897,-0.07507488394648476,-0.07507488394648476,-1.4210854715202004e-14
4666.0,-0.06872940626434172,-0.08591175783041649,0.03842090611505905,-0.0859117578304307,-0.0859117578304307,-0.08591175783041649,-0.08591175783041649,-1.4210854715202004e-14
4668.0,-0.07435053090749477,-0.09058421817914564,0.04176270620497964,-0.09058421817915985,-0.10000000000000853,-0.09058421817914564,-0.09058421817914564,-1.4210854715202004e-14
4670.0,-0.06490977768080768,-0.07484962946800522,0.03788470965189856,-0.07484962946801943,-0.09999999999999432,-0.07484962946800522,-0.07484962946800522,-1.4210854715202004e-14
4672.0,-0.06870788984214186,-0.0811798164035622,0.03926390562956601,-0.08117981640357641,-0.09999999999999432,-0.0811798164035622,-0.0811798164035622,-1.4210854715202004e-14
4674.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4676.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4678.0,-0.07852972072296041,-0.09852972072295074,0.04472135954999007,-0.09852972072296495,-0.09852972072296495,-0.09852972072295074,-0.09852972072295074,0.0014702792770293627
4680.0,-0.055235212302014246,-0.07523521230200458,0.044721359549990077,-0.0752352123020188,-0.0752352123020188,-0.07523521230200458,-0.07523521230200458,0.02476478769797552
4682.0,-0.05508082014396507,-0.07508082014395256,0.044721359549983714,-0.07508082014396678,-0.07508082014396678,-0.07508082014395256,-0.07508082014395256,0.02491917985601333
4684.0,-0.07658405016285882,-0.09658405016284632,0.04472135954998372,-0.09658405016286054,-0.09658405016286054,-0.09658405016284632,-0.09658405016284632,0.0034159498371195696
4686.0,-0.059841344908724635,-0.07984134490871497,0.044721359549990077,-0.07984134490872918,-0.07984134490872918,-0.07984134490871497,-0.07984134490871497,0.020158655091265132
4688.0,-0.05494799709078677,-0.07494799709077427,0.044721359549983714,-0.07494799709078848,-0.07494799709078848,-0.07494799709077427,-0.07494799709077427,0.02505200290919163
4690.0,-0.07167720299738675,-0.09167720299737425,0.04472135954998372,-0.09167720299738846,-0.09167720299738846,-0.09167720299737425,-0.09167720299737425,0.008322797002591642
4692.0,-0.06788872617929372,-0.08486090772410648,0.037950951660684636,-0.0848609077241207,-0.0848609077241207,-0.08486090772410648,-0.08486090772410648,-1.4210854715202004e-14
4694.0,-0.05999050833899844,-0.07498813542373739,0.03353571366268418,-0.0749881354237516,-0.0749881354237516,-0.07498813542373739,-0.07498813542373739,-1.4210854715202004e-14
4696.0,-0.0696484056123694,-0.0870605070154511,0.03893464236842602,-0.0870605070154653,-0.0870605070154653,-0.0870605070154511,-0.0870605070154511,-1.4210854715202004e-14
4698.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4700.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4702.0,-0.07239868375106936,-0.09239868375105686,0.04472135954998372,-0.09239868375107108,-0.09239868375107108,-0.09239868375105686,-0.09239868375105686,0.007601316248909029
4704.0,-0.05504355634131173,-0.07504355634129922,0.044721359549983714,-0.07504355634131343,-0.07504355634131343,-0.07504355634129922,-0.07504355634129922,0.02495644365866667
4706.0,-0.06000892900130452,-0.08000892900129486,0.044721359549990077,-0.08000892900130907,-0.08000892900130907,-0.08000892900129486,-0.08000892900129486,0.019991070998685245
4708.0,-0.07690741238211274,-0.09613426547763027,0.042992550514995335,-0.09613426547764448,-0.09613426547764448,-0.09613426547763027,-0.09613426547763027,-1.4210854715202004e-14
4710.0,-0.05987244062765455,-0.07484055078455754,0.033469711805555996,-0.07484055078457175,-0.07484055078457175,-0.07484055078455754,-0.07484055078455754,-1.4210854715202004e-14
4712.0,-0.06139051614878497,-0.07673814518597055,0.034318341820612504,-0.07673814518598476,-0.07673814518598476,-0.07673814518597055,-0.07673814518597055,-1.4210854715202004e-14
4714.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4716.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4718.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4720.0,-0.0587515937243154,-0.07875159372430574,0.044721359549990077,-0.07875159372431995,-0.07875159372431995,-0.07875159372430574,-0.07875159372430574,0.02124840627567437
4722.0,-0.054424541375973946,-0.07442454137596144,0.044721359549983714,-0.07442454137597565,-0.07442454137597565,-0.07442454137596144,-0.07442454137596144,0.025575458624004455
4724.0,-0.07431753204364497,-0.09431753204363247,0.04472135954998372,-0.09431753204364668,-0.09431753204364668,-0.09431753204363247,-0.09431753204363247,0.005682467956333426
4726.0,-0.06431147624209359,-0.08038934530260633,0.035951208152663054,-0.08038934530262054,-0.08038934530262054,-0.08038934530260633,-0.08038934530260633,-1.4210854715202004e-14
4728.0,-0.05974238152477653,-0.07467797690596001,0.03339700655677402,-0.07467797690597422,-0.07467797690597422,-0.07467797690596001,-0.07467797690596001,-1.4210854715202004e-14
4730.0,-0.07404109837150089,-0.09255137296436544,0.04139023227184829,-0.09255137296437965,-0.09255137296437965,-0.09255137296436544,-0.09255137296436544,-1.4210854715202004e-14
4732.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4734.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4736.0,-0.06607054471710114,-0.08607054471708864,0.04472135954998372,-0.08607054471710285,-0.08607054471710285,-0.08607054471708864,-0.08607054471708864,0.013929455282877257
4738.0,-0.05534004478129475,-0.07534004478128509,0.044721359549990077,-0.0753400447812993,-0.0753400447812993,-0.07534004478128509,-0.07534004478128509,0.024659955218695018
4740.0,-0.0652830609308154,-0.08528306093080573,0.04472135954999007,-0.08528306093081994,-0.08528306093081994,-0.08528306093080573,-0.08528306093080573,0.014716939069174373
4742.0,-0.07385015047063632,-0.09231268808828474,0.041283489150224784,-0.09231268808829896,-0.09231268808829896,-0.09231268808828474,-0.09231268808828474,-1.4210854715202004e-14
4744.0,-0.06063149381631945,-0.07578936727038865,0.033894035437654166,-0.07578936727040286,-0.07578936727040286,-0.07578936727038865,-0.07578936727038865,-1.4210854715202004e-14
4746.0,-0.06475480327141839,-0.08094350408926232,0.03619903549612137,-0.08094350408927653,-0.08094350408927653,-0.08094350408926232,-0.08094350408926232,-1.4210854715202004e-14
4748.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4750.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4752.0,-0.07976430133057874,-0.09976430133056624,0.04472135954998372,-0.09976430133058045,-0.09976430133058045,-0.09976430133056624,-0.09976430133056624,0.00023569866939965323
4754.0,-0.05568959222849799,-0.07568959222848548,0.044721359549983714,-0.07568959222849969,-0.07568959222849969,-0.07568959222848548,-0.07568959222848548,0.024310407771480413
4756.0,-0.05487405031710182,-0.07487405031709216,0.044721359549990077,-0.07487405031710637,-0.07487405031710637,-0.07487405031709216,-0.07487405031709216,0.02512594968288795
4758.0,-0.07607573279562133,-0.09607573279561166,0.04472135954999007,-0.09607573279562587,-0.09607573279562587,-0.09607573279561166,-0.09607573279561166,0.003924267204368448
4760.0,-0.0682688895356847,-0.08044814922612886,0.03909126420811586,-0.08044814922614307,-0.10000000000000853,-0.08044814922612886,-0.08044814922612886,-1.4210854715202004e-14
4762.0,-0.06553132075133021,-0.07588553458553804,0.03809223372596415,-0.07588553458555225,-0.10000000000000853,-0.07588553458553804,-0.07588553458553804,-1.4210854715202004e-14
4764.0,-0.05793462379035077,-0.07525114551809509,0.04257042528448145,-0.0752511455181093,-0.08195984119872435,-0.07525114551809509,-0.07525114551809509,0.018040158801269968
4766.0,-0.05441242853927122,-0.07441242853926155,0.044721359549990077,-0.07441242853927577,-0.07441242853927577,-0.07441242853926155,-0.07441242853926155,0.02558757146071855
4768.0,-0.0695366600842732,-0.08953666008426353,0.04472135954999007,-0.08953666008427774,-0.08953666008427774,-0.08953666008426353,-0.08953666008426353,0.010463339915716574
4770.0,-0.07124116594235375,-0.08540194323724393,0.0403235573268484,-0.08540194323725814,-0.10000000000000853,-0.08540194323724393,-0.08540194323724393,-1.4210854715202004e-14
4772.0,-0.06504014862051406,-0.07506691436751112,0.03792762922688681,-0.07506691436752533,-0.10000000000000853,-0.07506691436751112,-0.07506691436751112,-1.4210854715202004e-14
4774.0,-0.05955493362960453,-0.0751360229850917,0.0412939995376952,-0.07513602298510591,-0.08618329959635673,-0.0751360229850917,-0.0751360229850917,0.013816700403623372
4776.0,-0.05502603090261573,-0.07502603090260607,0.044721359549990077,-0.07502603090262028,-0.07502603090262028,-0.07502603090260607,-0.07502603090260607,0.024973969097374038
4778.0,-0.06833465425838767,-0.08833465425837517,0.04472135954998372,-0.08833465425838938,-0.08833465425838938,-0.08833465425837517,-0.08833465425837517,0.011665345741590727
4780.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4782.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4784.0,-0.06671804148646174,-0.08671804148644924,0.04472135954998372,-0.08671804148646345,-0.08671804148646345,-0.08671804148644924,-0.08671804148644924,0.013281958513516656
4786.0,-0.05447753193039375,-0.07447753193038409,0.044721359549990077,-0.0744775319303983,-0.0744775319303983,-0.07447753193038409,-0.07447753193038409,0.025522468069596016
4788.0,-0.06499196952161981,-0.08499196952161014,0.04472135954999007,-0.08499196952162436,-0.08499196952162436,-0.08499196952161014,-0.08499196952161014,0.01500803047836996
4790.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4792.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4794.0,-0.07475268496235685,-0.09475268496234435,0.04472135954998372,-0.09475268496235856,-0.09475268496235856,-0.09475268496234435,-0.09475268496234435,0.005247315037621547
4796.0,-0.05493771816979063,-0.07493771816977812,0.044721359549983714,-0.07493771816979233,-0.07493771816979233,-0.07493771816977812,-0.07493771816977812,0.02506228183018777
4798.0,-0.05653849815325316,-0.07653849815324065,0.044721359549983714,-0.07653849815325486,-0.07653849815325486,-0.07653849815324065,-0.07653849815324065,0.02346150184672524
4800.0,-0.07984448217189026,-0.09980560271485217,0.044634422441146224,-0.09980560271486638,-0.09980560271486638,-0.09980560271485217,-0.09980560271485217,-1.4210854715202004e-14
4802.0,-0.06100474049585216,-0.07625592561980454,0.034102686674606975,-0.07625592561981875,-0.07625592561981875,-0.07625592561980454,-0.07625592561980454,-1.4210854715202004e-14
4804.0,-0.06001128423308444,-0.07501410529134489,0.03354732774055159,-0.0750141052913591,-0.0750141052913591,-0.07501410529134489,-0.07501410529134489,-1.4210854715202004e-14
4806.0,-0.07677673728967135,-0.09597092161207854,0.04291950091757909,-0.09597092161209275,-0.09597092161209275,-0.09597092161207854,-0.09597092161207854,-1.4210854715202004e-14
4808.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4810.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4812.0,-0.06431233745016698,-0.08431233745015732,0.04472135954999007,-0.08431233745017153,-0.08431233745017153,-0.08431233745015732,-0.08431233745015732,0.01568766254982279
4814.0,-0.05489963747766637,-0.07489963747765671,0.044721359549990077,-0.07489963747767092,-0.07489963747767092,-0.07489963747765671,-0.07489963747765671,0.025100362522323394
4816.0,-0.06702432274662726,-0.08702432274661476,0.04472135954998372,-0.08702432274662897,-0.08702432274662897,-0.08702432274661476,-0.08702432274661476,0.012975677253351137
4818.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4820.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4822.0,-0.07327171322382356,-0.09327171322381389,0.04472135954999007,-0.0932717132238281,-0.0932717132238281,-0.09327171322381389,-0.09327171322381389,0.006728286776166215
4824.0,-0.0557190597580103,-0.07571905975800064,0.044721359549990077,-0.07571905975801485,-0.07571905975801485,-0.07571905975800064,-0.07571905975800064,0.024280940241979465
4826.0,-0.06077248287912198,-0.08077248287911232,0.044721359549990077,-0.08077248287912653,-0.08077248287912653,-0.08077248287911232,-0.08077248287911232,0.019227517120867788
4828.0,-0.07777498828409649,-0.09629164714014848,0.04350718306767377,-0.0962916471401627,-0.10000000000000853,-0.09629164714014848,-0.09629164714014848,-1.4210854715202004e-14
4830.0,-0.06486184606209519,-0.07476974343681775,0.03786901182995461,-0.07476974343683196,-0.09999999999999432,-0.07476974343681775,-0.07476974343681775,-1.4210854715202004e-14
4832.0,-0.06478325317359576,-0.07503072355765994,0.03803807260344818,-0.07503072355767415,-0.09941204759748246,-0.07503072355765994,-0.07503072355765994,0.000587952402497649
4834.0,-0.05559654426376426,-0.07510945150048087,0.0443160569551718,-0.07510945150049508,-0.07632718340867939,-0.07510945150048087,-0.07510945150048087,0.023672816591314927
4836.0,-0.055126399387467016,-0.07512639938745735,0.044721359549990077,-0.07512639938747157,-0.07512639938747157,-0.07512639938745735,-0.07512639938745735,0.02487360061252275
4838.0,-0.0753876831230457,-0.09538768312303603,0.04472135954999007,-0.09538768312305024,-0.09538768312305024,-0.09538768312303603,-0.09538768312303603,0.004612316876944078
4840.0,-0.06508482558607227,-0.08135603198257968,0.03638352357853585,-0.08135603198259389,-0.08135603198259389,-0.08135603198257968,-0.08135603198257968,-1.4210854715202004e-14
4842.0,-0.0599813803731621,-0.07497672546644196,0.03353061097465759,-0.07497672546645617,-0.07497672546645617,-0.07497672546644196,-0.07497672546644196,-1.4210854715202004e-14
4844.0,-0.0725178900350187,-0.09064736254376271,0.040538732925781154,-0.09064736254377692,-0.09064736254377692,-0.09064736254376271,-0.09064736254376271,-1.4210854715202004e-14
4846.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4848.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4850.0,-0.07108090610368833,-0.08885113262959976,0.039735434487523764,-0.08885113262961397,-0.08885113262961397,-0.08885113262959976,-0.08885113262959976,-1.4210854715202004e-14
4852.0,-0.06008165377402008,-0.07510206721751445,0.03358666550982098,-0.07510206721752866,-0.07510206721752866,-0.07510206721751445,-0.07510206721751445,-1.4210854715202004e-14
4854.0,-0.06661299764697048,-0.08326624705870245,0.03723779773090694,-0.08326624705871666,-0.08326624705871666,-0.08326624705870245,-0.08326624705870245,-1.4210854715202004e-14
4856.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4858.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4860.0,-0.07641223988316312,-0.09641223988315062,0.04472135954998372,-0.09641223988316483,-0.09641223988316483,-0.09641223988315062,-0.09641223988315062,0.003587760116815275
4862.0,-0.054957845523708214,-0.07495784552369855,0.044721359549990077,-0.07495784552371276,-0.07495784552371276,-0.07495784552369855,-0.07495784552369855,0.025042154476281553
4864.0,-0.055359088493565876,-0.07535908849355621,0.044721359549990077,-0.07535908849357043,-0.07535908849357043,-0.07535908849355621,-0.07535908849355621,0.02464091150642389
4866.0,-0.07891227722138297,-0.0989122772213733,0.04472135954999007,-0.09891227722138751,-0.09891227722138751,-0.0989122772213733,-0.0989122772213733,0.0010877227786068033
4868.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4870.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4872.0,-0.06074586247438276,-0.0807458624743731,0.044721359549990077,-0.08074586247438731,-0.08074586247438731,-0.0807458624743731,-0.0807458624743731,0.019254137525607007
4874.0,-0.05471526706949135,-0.07471526706947884,0.044721359549983714,-0.07471526706949305,-0.07471526706949305,-0.07471526706947884,-0.07471526706947884,0.025284732930487053
4876.0,-0.07164328879028972,-0.09164328879028005,0.04472135954999007,-0.09164328879029426,-0.09164328879029426,-0.09164328879028005,-0.09164328879028005,0.008356711209700052
4878.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4880.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4882.0,-0.0673504515824618,-0.08735045158245214,0.04472135954999007,-0.08735045158246635,-0.08735045158246635,-0.08735045158245214,-0.08735045158245214,0.012649548417527967
4884.0,-0.05498946488524723,-0.07498946488523472,0.044721359549983714,-0.07498946488524894,-0.07498946488524894,-0.07498946488523472,-0.07498946488523472,0.02501053511473117
4886.0,-0.0646452129432987,-0.0846452129432862,0.04472135954998372,-0.08464521294330041,-0.08464521294330041,-0.0846452129432862,-0.0846452129432862,0.015354787056679697
4888.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4890.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4892.0,-0.07464979057487539,-0.09464979057486289,0.04472135954998372,-0.0946497905748771,-0.0946497905748771,-0.09464979057486289,-0.09464979057486289,0.005350209425103003
4894.0,-0.05484868656822641,-0.07484868656821675,0.044721359549990077,-0.07484868656823096,-0.07484868656823096,-0.07484868656821675,-0.07484868656821675,0.025151313431763356
4896.0,-0.05721642827891458,-0.07721642827890207,0.044721359549983714,-0.07721642827891628,-0.07721642827891628,-0.07721642827890207,-0.07721642827890207,0.022783571721063822
4898.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4900.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4902.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4904.0,-0.05895321944726959,-0.07895321944725708,0.044721359549983714,-0.0789532194472713,-0.0789532194472713,-0.07895321944725708,-0.07895321944725708,0.02104678055270881
4906.0,-0.054899987446654565,-0.07489998744664206,0.044721359549983714,-0.07489998744665627,-0.07489998744665627,-0.07489998744664206,-0.07489998744664206,0.025100012553323836
4908.0,-0.07263330721142439,-0.09263330721141472,0.04472135954999007,-0.09263330721142893,-0.09263330721142893,-0.09263330721141472,-0.09263330721141472,0.007366692788565388
4910.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4912.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4914.0,-0.06744031910708373,-0.08744031910707406,0.04472135954999007,-0.08744031910708827,-0.08744031910708827,-0.08744031910707406,-0.08744031910707406,0.012559680892906044
4916.0,-0.055079473995670016,-0.07507947399565751,0.044721359549983714,-0.07507947399567172,-0.07507947399567172,-0.07507947399565751,-0.07507947399565751,0.024920526004308385
4918.0,-0.0646863794344256,-0.08468637943441593,0.04472135954999007,-0.08468637943443014,-0.08468637943443014,-0.08468637943441593,-0.08468637943441593,0.015313620565564179
4920.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4922.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4924.0,-0.07560085859135199,-0.09560085859133949,0.04472135954998372,-0.0956008585913537,-0.0956008585913537,-0.09560085859133949,-0.09560085859133949,0.004399141408626406
4926.0,-0.055229258222135515,-0.07522925822212301,0.044721359549983714,-0.07522925822213722,-0.07522925822213722,-0.07522925822212301,-0.07522925822212301,0.024770741777842886
4928.0,-0.056650468465383595,-0.07665046846537393,0.044721359549990077,-0.07665046846538814,-0.07665046846538814,-0.07665046846537393,-0.07665046846537393,0.02334953153460617
4930.0,-0.07993523464093641,-0.09993523464092391,0.04472135954998372,-0.09993523464093812,-0.09993523464093812,-0.09993523464092391,-0.09993523464092391,6.4765359041985e-05
4932.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4934.0,-0.0799999999999926,-0.0999999999999801,0.04472135954998372,-0.09999999999999432,-0.09999999999999432,-0.0999999999999801,-0.0999999999999801,-1.4210854715202004e-14
4936.0,-0.05988397882490517,-0.07988397882489551,0.044721359549990077,-0.07988397882490972,-0.07988397882490972,-0.07988397882489551,-0.07988397882489551,0.020116021175084597
4938.0,-0.05490572772155531,-0.0749057277215428,0.044721359549983714,-0.07490572772155701,-0.07490572772155701,-0.0749057277215428,-0.0749057277215428,0.02509427227842309
4940.0,-0.07216809354959822,-0.09216809354958855,0.04472135954999007,-0.09216809354960276,-0.09216809354960276,-0.09216809354958855,-0.09216809354958855,0.007831906450391557
4942.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4944.0,-0.08000000000000398,-0.09999999999999432,0.04472135954999007,-0.10000000000000853,-0.10000000000000853,-0.09999999999999432,-0.09999999999999432,-1.4210854715202004e-14
4946.0,-0.06706798096720093,-0.08706798096719126,0.04472135954999007,-0.08706798096720547,-0.08706798096720547,-0.08706798096719126,-0.08706798096719126,0.012932019032788844
4948.0,-0.054918592693402955,-0.0749185926933933,0.044721359549990077,-0.0749185926934075,-0.0749185926934075,-0.0749185926933933,-0.0749185926933933,0.02508140730658681
4950.0,-0.06456486741135734,-0.08456486741134484,0.04472135954998372,-0.08456486741135905,-0.08456486741135905,-0.08456486741134484,-0.08456486741134484,0.015435132588621059
4952.0,-0.07518838551901581,-0.0919806425316807,0.042174782799814375,-0.09198064253169491,-0.10000000000000853,-0.0919806425316807,-0.0919806425316807,-1.4210854715202004e-14
4954.0,-0.06506669768810411,-0.07511116281349928,0.03793640928387043,-0.07511116281351349,-0.09999999999999432,-0.07511116281349928,-0.07511116281349928,-1.4210854715202004e-14
4956.0,-0.06303163133300985,-0.07507661724811499,0.03901317932030142,-0.0750766172481292,-0.09496415246033507,-0.07507661724811499,-0.07507661724811499,0.005035847539645033
4958.0,-0.05497410576996629,-0.07497410576995378,0.044721359549983714,-0.07497410576996799,-0.07497410576996799,-0.07497410576995378,-0.07497410576995378,0.025025894230012113
4960.0,-0.05674197699983665,-0.07674197699982699,0.044721359549990077,-0.0767419769998412,-0.0767419769998412,-0.07674197699982699,-0.07674197699982699,0.023258023000153116
4962.0,-0.07991065601934792,-0.0998510933655723,0.044671461280356824,-0.09985109336558651,-0.09999999999999432,-0.0998510933655723,-0.0998510933655723,-1.4210854715202004e-14
4964.0,-0.06577774888568513,-0.07629624814279623,0.03817653467663097,-0.07629624814281044,-0.10000000000000853,-0.07629624814279623,-0.07629624814279623,-1.4210854715202004e-14
